Event Name,Description,Category,30 Day Volume,30 Day Queries,Platforms,Libraries,First Seen,Last Seen,Properties
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Dealmaker: tradein: question: lease tradein,,,230,0,Web,http/1.0,2017-11-18T00:21:56.842000+00:00,2018-02-27T20:40:03.501209+00:00,abTestGroup
,,,,,,,,,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Dealmaker: tradein: question: started,,,807,0,Web,http/1.0,2017-11-06T22:56:48.619000+00:00,2018-02-27T19:08:14.179265+00:00,abTestGroup
,,,,,,,,,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Dealmaker: tradein: vehicle: click: back,,,246,0,Web,http/1.0,2017-11-14T16:12:34.349000+00:00,2018-02-27T14:15:32.125648+00:00,abTestGroup
,,,,,,,,,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Dealmaker: tradein: vehicle: click: continue,,,719,0,Web,http/1.0,2017-11-08T06:59:57.762000+00:00,2018-02-27T19:08:36.457135+00:00,abTestGroup
,,,,,,,,,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,selection
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Dealmaker: waitingforapprovalv2: click: close modal undefined,,,2,0,Web,http/1.0,2018-02-19T22:27:56.648394+00:00,2018-02-19T22:27:56.648394+00:00,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,price
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vin
Dealmaker: waitingforapprovalv2: vehicle: exit: browser,,,1,0,Web,http/1.0,2018-02-26T02:51:58.193880+00:00,2018-02-26T02:51:58.193880+00:00,appType
,,,,,,,,,buyNowVia
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,consumerFlowVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,isTestUser
,,,,,,,,,loanAppId
,,,,,,,,,panel
,,,,,,,,,panelHeader
,,,,,,,,,price
,,,,,,,,,state
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Pricing Details: click: Rebate description,,,464,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T17:21:06.081381+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Pricing Details: click: close,,,7638,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T20:00:33.856816+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Pricing Details: load,,,8799,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T19:45:55.154102+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: alert: success,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2017-07-06T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
"Express Checkout: Request More Information: click:
Email",,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-06-05T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
"Express Checkout: Request More Information: click:
Phone",,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-06-05T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: Request More Information: click: ASAP,,,37987,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T19:02:03.183507+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: click: Email,,,260,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T18:41:44.261482+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: click: Phone,,,110,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T15:12:19.499816+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: click: Receive marketing offers,,,149,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T18:41:39.252987+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: click: Text,,,179,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T15:38:58.927383+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: click: close,,,1188,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T19:06:42.047118+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: load,,,2158,4,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T20:48:23.308323+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: Request More Information: submit: lead,,,311,4,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T15:39:47.691633+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: calculator: blur: trade in value,,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-06-05T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
,,,,,,,,,tradeInAmount
Express Checkout: calculator: blur: tradeInAmount,,,36,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2018-02-07T01:22:24.047000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,trackId
,,,,,,,,,tradeInAmount
Express Checkout: calculator: blur: tradeInPayoff,,,8,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2018-02-07T03:05:56.207000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,trackId
,,,,,,,,,tradeInPayoff
Express Checkout: calculator: blur: zipcode,,,45,0,Web,http/1.0,2017-10-26T22:20:22.331000+00:00,2018-02-03T21:08:55.696000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,trackId
,,,,,,,,,zipcode
Express Checkout: calculator: click: address change,,,0,0,Web,amplitude-js/3.4.0,2017-06-06T00:00:00+00:00,2017-07-06T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: annualMiles,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2017-10-05T15:47:09.873000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerType
,,,,,,,,,trackId
,,,,,,,,,value
Express Checkout: calculator: click: clear,,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-07-06T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: close,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T18:24:51.921000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: creditBand,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T18:18:44.608000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerType
,,,,,,,,,trackId
,,,,,,,,,value
Express Checkout: calculator: click: edit,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T16:05:57.999000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: finance,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T12:25:44.015000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: lease,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2017-10-05T13:00:27.856000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: open,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T12:46:18.963000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: click: termMonths,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T18:24:25.795000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerType
,,,,,,,,,trackId
,,,,,,,,,value
Express Checkout: calculator: click: tradeIn,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T18:18:46.721000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerType
,,,,,,,,,trackId
,,,,,,,,,value
Express Checkout: calculator: select: address selected,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T14:35:16.198000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,trackId
Express Checkout: calculator: send ballpark offer: successfully sent offer,,,2,36,Web,http/1.0,2017-07-07T00:00:00+00:00,2018-02-06T19:59:03.340000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,comments
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,from
,,,,,,,,,inStore
,,,,,,,,,offer.annualMiles
,,,,,,,,,offer.apr
,,,,,,,,,offer.baseResidualPercentage
,,,,,,,,,offer.dealerCash
,,,,,,,,,offer.downPayment
,,,,,,,,,offer.moneyFactor
,,,,,,,,,offer.rebates.items
,,,,,,,,,offer.rebates.total
,,,,,,,,,offer.residualRules.annualMileage
,,,,,,,,,offer.residualRules.base
,,,,,,,,,offer.termMonths
,,,,,,,,,offer.totalCash
,,,,,,,,,offerType
,,,,,,,,,to
,,,,,,,,,trackId
Express Checkout: calculator: slide: annual miles,,,26,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2018-02-05T17:39:44.618000+00:00,abTestGroup
,,,,,,,,,annualMiles
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,offerType
,,,,,,,,,termMonths
,,,,,,,,,trackId
Express Checkout: calculator: slide: cash due at signing,,,56,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2018-02-05T17:39:58.890000+00:00,abTestGroup
,,,,,,,,,cashPayment
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,offerType
,,,,,,,,,trackId
Express Checkout: calculator: slide: credit band,,,165,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2018-02-07T18:45:21.556000+00:00,abTestGroup
,,,,,,,,,annualMiles
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,creditBand
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,offerType
,,,,,,,,,trackId
Express Checkout: calculator: slide: down payment,,,142,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2018-02-07T17:24:22.296000+00:00,abTestGroup
,,,,,,,,,cashPayment
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,offerType
,,,,,,,,,trackId
Express Checkout: calculator: slide: term months,,,126,0,Web,"amplitude-js/3.4.0, http/1.0",2017-06-06T00:00:00+00:00,2018-02-07T16:47:09.581000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,offerType
,,,,,,,,,termMonths
,,,,,,,,,trackId
Express Checkout: calculator: submit: Start Application,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-05-06T00:00:00+00:00,2017-10-05T15:19:46.450000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerDetails.annualMiles
,,,,,,,,,offerDetails.creditBand
,,,,,,,,,offerDetails.downPayment
,,,,,,,,,offerDetails.termMonths
,,,,,,,,,offerDetails.tradeIn
,,,,,,,,,offerDetails.tradeInAmount
,,,,,,,,,offerDetails.tradeInPayoff
,,,,,,,,,offerType
,,,,,,,,,trackId
Express Checkout: calculator: submit: save terms,,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-07-06T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,offerDetails.annualMiles
,,,,,,,,,offerDetails.creditBand
,,,,,,,,,offerDetails.downPayment
,,,,,,,,,offerDetails.termMonths
,,,,,,,,,offerDetails.tradeIn
,,,,,,,,,offerDetails.tradeInAmount
,,,,,,,,,offerDetails.tradeInPayoff
,,,,,,,,,offerType
,,,,,,,,,trackId
Express Checkout: getyourprice: click: back to vdp,,,0,0,Web,http/1.0,2017-08-07T00:00:00+00:00,2018-01-22T18:08:19.813000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,trackId
Express Checkout: getyourprice: click: close video,,,858,0,Web,http/1.0,2017-09-12T11:23:44.555000+00:00,2018-02-27T18:53:22.718557+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: getyourprice: click: contact me instead,,,2,0,Web,http/1.0,2017-08-07T00:00:00+00:00,2018-02-27T17:12:47.731975+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,trackId
Express Checkout: getyourprice: click: continue checkout,,,2216,0,Web,http/1.0,2017-08-07T00:00:00+00:00,2018-02-27T17:01:24.860026+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: getyourprice: click: exit,,,13907,0,Web,http/1.0,2017-08-07T00:00:00+00:00,2018-02-27T21:09:10.353789+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: getyourprice: click: watch video,,,1233,0,Web,http/1.0,2017-09-12T10:54:41.927000+00:00,2018-02-27T18:53:17.372028+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: load,,,653257,1028,Web,"amplitude-js/3.4.0, http/1.0",2016-10-01T00:00:00+00:00,2018-02-27T17:38:28.269274+00:00,abTestGroup
,,,,,,,,,aggregator
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: rebates: click,,,8345,0,Web,http/1.0,2018-01-17T21:19:38.171000+00:00,2018-02-27T20:00:01.588351+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: rebates: click: Cash,,,9,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-08T17:43:37.811000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: rebates: click: Finance,,,158,1,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-20T03:06:24.518853+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: rebates: click: Lease,,,20,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-07T07:14:04.980000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: rebates: click: retail,,,29,0,Web,http/1.0,2017-07-07T00:00:00+00:00,2018-02-12T22:14:29.364000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click,,,0,0,Web,amplitude-js/3.4.0,2017-04-05T00:00:00+00:00,2017-06-05T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click: Cash,,,1459,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-13T14:36:19.291000+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click: Disclosures,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-20T03:06:24.518853+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click: Finance,,,1845,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-24T18:43:10.853378+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click: Get E-Price,,,0,0,Web,amplitude-js/3.4.0,2017-05-06T00:00:00+00:00,2017-06-05T00:00:00+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
Express Checkout: ui: click: Have more questions,,,2138,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2018-02-27T20:48:23.425540+00:00,abTestGroup
,,,,,,,,,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,inStore
,,,,,,,,,price
,,,,,,,,,source
,,,,,,,,,trackId
,,,,,,,,,vehicleAge
,,,,,,,,,vin
Express Checkout: ui: click: How does Express Checkout work,,,0,0,Web,"amplitude-js/3.4.0, http/1.0",2017-04-05T00:00:00+00:00,2017-12-02T18:49:51.325000+00:00,checkoutScraperVersion
,,,,,,,,,checkoutUiVersion
,,,,,,,,,dealer
,,,,,,,,,defaultTab
,,,,,,,,,price
,,,,,,,,,trackId
,,,,,,,,,vin
